"0.11.1","HEAD","https://github.com/strimzi/strimzi-kafka-operator/releases/download/0.11.1/strimzi-0.11.1.zip","HEAD","strimzi/kafka:latest-kafka-2.1.0,strimzi/kafka:latest-kafka-2.1.1,strimzi/operator:latest,strimzi/operator:latest",""
"0.11.0","0.11.1","https://github.com/strimzi/strimzi-kafka-operator/releases/download/0.11.0/strimzi-0.11.0.zip","https://github.com/strimzi/strimzi-kafka-operator/releases/download/0.11.1/strimzi-0.11.1.zip","strimzi/zookeeper:0.11.1-kafka-2.1.0,strimzi/kafka:0.11.1-kafka-2.1.0,strimzi/topic-operator:0.11.1,strimzi/user-operator:0.11.1","set log message format version to 2.1,set Kafka version to 2.1.0"
"0.8.2","0.11.1","https://github.com/strimzi/strimzi-kafka-operator/releases/download/0.8.2/strimzi-0.8.2.zip","https://github.com/strimzi/strimzi-kafka-operator/releases/download/0.11.1/strimzi-0.11.1.zip","strimzi/zookeeper:0.11.1-kafka-2.0.0,strimzi/kafka:0.11.1-kafka-2.0.0,strimzi/topic-operator:0.11.1,strimzi/user-operator:0.11.1","set log message format version to 2.0,set Kafka version to 2.0.0"
"0.10.0","0.11.0","https://github.com/strimzi/strimzi-kafka-operator/releases/download/0.10.0/strimzi-0.10.0.zip","https://github.com/strimzi/strimzi-kafka-operator/releases/download/0.11.0/strimzi-0.11.0.zip","strimzi/zookeeper:0.11.0-kafka-2.0.0,strimzi/kafka:0.11.0-kafka-2.0.0,strimzi/topic-operator:0.11.0,strimzi/user-operator:0.11.0",""
